file,tick,week,offset,implied_vol,realized_vol,gap,underlying_price,strike,time_to_exp
order_book_data_20260202_005159.csv,2,1,1,0.24140097763661056,0.11,0.13140097763661057,50.56,51,0.08305555555555556
order_book_data_20260202_005159.csv,6,1,5,0.2553100568052696,0.11,0.1453100568052696,50.58,51,0.08194444444444444
order_book_data_20260202_005159.csv,11,1,10,0.2918132008472519,0.11,0.1818132008472519,50.28,50,0.08055555555555555
order_book_data_20260202_005159.csv,21,1,20,0.30811765748526077,0.11,0.19811765748526078,48.6,49,0.07777777777777778
order_book_data_20260202_005159.csv,38,1,37,0.3215740461417449,0.11,0.2115740461417449,48.22,48,0.07305555555555555
order_book_data_20260202_005159.csv,51,1,50,0.36342086203038027,0.11,0.2534208620303803,50.02,50,0.06944444444444445
order_book_data_20260202_005159.csv,71,1,70,0.38514034125880797,0.11,0.275140341258808,48.78,49,0.06388888888888888
order_book_data_20260202_005159.csv,77,2,1,0.41653373866165744,0.38,0.03653373866165743,48.43,48,0.06222222222222222
order_book_data_20260202_005159.csv,81,2,5,0.38278952970332875,0.38,0.0027895297033287414,48.52,49,0.061111111111111116
order_book_data_20260202_005159.csv,86,2,10,0.21142533747738984,0.38,-0.16857466252261016,48.21,48,0.05972222222222222
order_book_data_20260202_005159.csv,96,2,20,0.12473538385904365,0.38,-0.25526461614095636,48.17,48,0.05694444444444445
order_book_data_20260202_005159.csv,113,2,37,0.12456579767587853,0.38,-0.2554342023241215,47.66,48,0.05222222222222222
order_book_data_20260202_005159.csv,126,2,50,0.11475180086685177,0.38,-0.26524819913314823,47.63,48,0.04861111111111111
order_book_data_20260202_005159.csv,146,2,70,0.1057449269314348,0.38,-0.2742550730685652,47.76,48,0.043055555555555555
order_book_data_20260202_005159.csv,152,3,1,0.2065430180841436,0.36,-0.15345698191585638,47.72,48,0.04138888888888889
order_book_data_20260202_005159.csv,156,3,5,0.3030795913914217,0.36,-0.05692040860857828,46.86,47,0.04027777777777777
order_book_data_20260202_005159.csv,161,3,10,0.370632637046931,0.36,0.010632637046931015,46.76,47,0.03888888888888889
order_book_data_20260202_005159.csv,171,3,20,0.4321219408875711,0.36,0.07212194088757112,47.04,47,0.03611111111111111
order_book_data_20260202_005159.csv,188,3,37,0.443425550253242,0.36,0.083425550253242,48.22,48,0.03138888888888889
order_book_data_20260202_005159.csv,201,3,50,0.3888944434261411,0.36,0.028894443426141114,48.17,48,0.027777777777777776
order_book_data_20260202_005159.csv,221,3,70,0.38055354259189333,0.36,0.020553542591893348,48.5,48,0.022222222222222223
order_book_data_20260202_005159.csv,227,4,1,0.5099693799705726,0.39,0.11996937997057255,48.68,49,0.020555555555555556
order_book_data_20260202_005159.csv,231,4,5,0.463709911069292,0.39,0.07370991106929198,49.07,49,0.01944444444444444
order_book_data_20260202_005159.csv,236,4,10,0.44018911929331456,0.39,0.050189119293314544,50.58,51,0.018055555555555557
order_book_data_20260202_005159.csv,246,4,20,0.43811415275731136,0.39,0.048114152757311346,51.51,52,0.015277777777777782
order_book_data_20260202_005159.csv,263,4,37,0.39465286101566255,0.39,0.004652861015662535,51.01,51,0.010555555555555563
order_book_data_20260202_005808.csv,2,1,1,0.49660812472554017,0.11,0.3866081247255402,50.22,50,0.08305555555555556
order_book_data_20260202_005808.csv,6,1,5,0.49280889779934184,0.11,0.38280889779934185,50.24,50,0.08194444444444444
order_book_data_20260202_005808.csv,11,1,10,0.5017735026169954,0.11,0.3917735026169954,48.94,49,0.08055555555555555
order_book_data_20260202_005808.csv,21,1,20,0.4357994627804338,0.11,0.3257994627804338,48.14,48,0.07777777777777778
order_book_data_20260202_005808.csv,38,1,37,0.4191371558150682,0.11,0.30913715581506823,48.62,49,0.07305555555555555
order_book_data_20260202_005808.csv,51,1,50,0.4172162470157419,0.11,0.3072162470157419,48.75,49,0.06944444444444445
order_book_data_20260202_005808.csv,71,1,70,0.3916586254316974,0.11,0.2816586254316974,49.2,49,0.06388888888888888
order_book_data_20260202_005808.csv,77,2,1,0.4630652643646475,0.36,0.10306526436464752,49.12,49,0.06222222222222222
order_book_data_20260202_005808.csv,81,2,5,0.3375601549437388,0.36,-0.022439845056261176,49.17,49,0.061111111111111116
order_book_data_20260202_005808.csv,86,2,10,0.21125534581841673,0.36,-0.14874465418158325,49.06,49,0.05972222222222222
order_book_data_20260202_005808.csv,96,2,20,0.12842664322976993,0.36,-0.23157335677023005,49.19,49,0.05694444444444445
order_book_data_20260202_005808.csv,113,2,37,0.11917032950109145,0.36,-0.24082967049890852,48.69,49,0.05222222222222222
order_book_data_20260202_005808.csv,126,2,50,0.11199378777922468,0.36,-0.2480062122207753,48.66,49,0.04861111111111111
order_book_data_20260202_005808.csv,146,2,70,0.10690743179370961,0.36,-0.2530925682062904,48.51,49,0.043055555555555555
order_book_data_20260202_005808.csv,152,3,1,0.11397250464611264,0.25,-0.13602749535388736,48.47,48,0.04138888888888889
order_book_data_20260202_005808.csv,161,3,10,0.23788790350259278,0.25,-0.012112096497407215,46.86,47,0.03888888888888889
order_book_data_20260202_005808.csv,171,3,20,0.30424850454892166,0.25,0.05424850454892166,48.14,48,0.03611111111111111
order_book_data_20260202_005808.csv,188,3,37,0.3113128664573514,0.25,0.0613128664573514,48.61,49,0.03138888888888889
order_book_data_20260202_005808.csv,201,3,50,0.3416415939412229,0.25,0.0916415939412229,48.19,48,0.027777777777777776
order_book_data_20260202_005808.csv,221,3,70,0.3546753230769829,0.25,0.1046753230769829,49.09,49,0.022222222222222223
order_book_data_20260202_005808.csv,227,4,1,0.4201832038877507,0.38,0.04018320388775071,49.54,50,0.020555555555555556
order_book_data_20260202_005808.csv,236,4,10,0.3588510431409317,0.38,-0.021148956859068313,48.64,49,0.018055555555555557
order_book_data_20260202_005808.csv,246,4,20,0.29685066094296,0.38,-0.08314933905704003,49.37,49,0.015277777777777782
order_book_data_20260202_005808.csv,263,4,37,0.258984536209692,0.38,-0.12101546379030803,48.67,49,0.010555555555555563
order_book_data_20260202_005808.csv,276,4,50,0.24571759235469012,0.38,-0.13428240764530988,47.87,48,0.006944444444444449
order_book_data_20260202_005808.csv,296,4,70,0.23680585680480695,0.38,-0.14319414319519305,46.62,47,0.001388888888888884
order_book_data_20260202_010421.csv,2,1,1,0.11731491922134779,0.3,-0.1826850807786522,50.05,50,0.08305555555555556
order_book_data_20260202_010421.csv,11,1,10,0.12357206311982936,0.3,-0.1764279368801706,49.9,50,0.08055555555555555
order_book_data_20260202_010421.csv,21,1,20,0.14506537984840645,0.3,-0.15493462015159354,50.14,50,0.07777777777777778
order_book_data_20260202_010421.csv,38,1,37,0.15635798679185287,0.3,-0.14364201320814712,51.02,51,0.07305555555555555
order_book_data_20260202_010421.csv,51,1,50,0.17272484752463696,0.3,-0.12727515247536303,51.48,51,0.06944444444444445
order_book_data_20260202_010421.csv,71,1,70,0.17827737977981112,0.3,-0.12172262022018887,51.87,52,0.06388888888888888
order_book_data_20260202_010421.csv,77,2,1,0.1513466998788115,0.15,0.0013466998788115025,52.43,52,0.06222222222222222
order_book_data_20260202_010421.csv,86,2,10,0.1775667549673321,0.15,0.027566754967332102,51.98,52,0.05972222222222222
order_book_data_20260202_010421.csv,96,2,20,0.23943919502692673,0.15,0.08943919502692674,51.13,51,0.05694444444444445
order_book_data_20260202_010421.csv,113,2,37,0.24923206160354944,0.15,0.09923206160354944,51.08,51,0.05222222222222222
order_book_data_20260202_010421.csv,126,2,50,0.274428269385652,0.15,0.12442826938565202,50.52,51,0.04861111111111111
order_book_data_20260202_010421.csv,146,2,70,0.2937110999187662,0.15,0.1437110999187662,51.75,52,0.043055555555555555
order_book_data_20260202_010421.csv,152,3,1,0.1773446184269959,0.2,-0.02265538157300412,51.84,52,0.04138888888888889
order_book_data_20260202_010421.csv,161,3,10,0.12711830028233298,0.2,-0.07288169971766703,51.67,52,0.03888888888888889
order_book_data_20260202_010421.csv,171,3,20,0.11923239054752596,0.2,-0.08076760945247405,51.98,52,0.03611111111111111
order_book_data_20260202_010421.csv,188,3,37,0.13217595114358427,0.2,-0.06782404885641574,52.33,52,0.03138888888888889
order_book_data_20260202_010421.csv,201,3,50,0.1396933015430025,0.2,-0.060306698456997515,52.43,52,0.027777777777777776
order_book_data_20260202_010421.csv,221,3,70,0.14343259674391565,0.2,-0.056567403256084364,50.99,51,0.022222222222222223
order_book_data_20260202_010421.csv,227,4,1,0.12112126701534101,0.18,-0.05887873298465898,51.4,51,0.020555555555555556
order_book_data_20260202_010421.csv,231,4,5,0.12824915518183538,0.18,-0.05175084481816461,51.16,51,0.01944444444444444
order_book_data_20260202_010421.csv,236,4,10,0.13440160674628196,0.18,-0.045598393253718034,51.44,51,0.018055555555555557
order_book_data_20260202_010421.csv,246,4,20,0.14819513049651287,0.18,-0.031804869503487126,51.98,52,0.015277777777777782
order_book_data_20260202_010421.csv,263,4,37,0.17315844489517046,0.18,-0.006841555104829533,51.49,51,0.010555555555555563
order_book_data_20260202_010421.csv,276,4,50,0.17814950260474802,0.18,-0.0018504973952519765,51.45,51,0.006944444444444449
order_book_data_20260202_010421.csv,296,4,70,0.18702472857450464,0.18,0.007024728574504646,51.74,52,0.001388888888888884
order_book_data_20260202_011039.csv,6,1,5,0.17137256774366547,0.24,-0.06862743225633453,49.65,50,0.08194444444444444
order_book_data_20260202_011039.csv,11,1,10,0.14967490199288316,0.24,-0.09032509800711683,49.35,49,0.08055555555555555
order_book_data_20260202_011039.csv,21,1,20,0.17373895023321492,0.24,-0.06626104976678507,50.27,50,0.07777777777777778
order_book_data_20260202_011039.csv,38,1,37,0.19517767674941014,0.24,-0.04482232325058985,50.26,50,0.07305555555555555
order_book_data_20260202_011039.csv,51,1,50,0.21574011953690142,0.24,-0.02425988046309857,49.77,50,0.06944444444444445
order_book_data_20260202_011039.csv,71,1,70,0.21556782211606,0.24,-0.024432177883940004,50.76,51,0.06388888888888888
order_book_data_20260202_011039.csv,77,2,1,0.305460433386687,0.34,-0.03453956661331303,50.21,50,0.06222222222222222
order_book_data_20260202_011039.csv,81,2,5,0.3023648479290155,0.34,-0.0376351520709845,50.48,50,0.061111111111111116
order_book_data_20260202_011039.csv,86,2,10,0.2771301671633746,0.34,-0.06286983283662545,50.3,50,0.05972222222222222
order_book_data_20260202_011039.csv,96,2,20,0.27980471492896064,0.34,-0.060195285071039384,50.68,51,0.05694444444444445
order_book_data_20260202_011039.csv,126,2,50,0.24690005529800094,0.34,-0.09309994470199909,50.29,50,0.04861111111111111
order_book_data_20260202_011039.csv,146,2,70,0.23393184819329835,0.34,-0.10606815180670168,49.78,50,0.043055555555555555
order_book_data_20260202_011039.csv,152,3,1,0.33099821030662985,0.28,0.05099821030662982,49.67,50,0.04138888888888889
order_book_data_20260202_011039.csv,156,3,5,0.36983502032081245,0.28,0.08983502032081242,48.78,49,0.04027777777777777
order_book_data_20260202_011039.csv,161,3,10,0.39114206892305997,0.28,0.11114206892305994,49.45,49,0.03888888888888889
order_book_data_20260202_011039.csv,171,3,20,0.40687931785869663,0.28,0.1268793178586966,48.82,49,0.03611111111111111
order_book_data_20260202_011039.csv,188,3,37,0.3838362674070165,0.28,0.10383626740701646,48.72,49,0.03138888888888889
order_book_data_20260202_011039.csv,201,3,50,0.3584506623326516,0.28,0.07845066233265158,50.37,50,0.027777777777777776
order_book_data_20260202_011039.csv,221,3,70,0.3229626778567267,0.28,0.042962677856726694,50.84,51,0.022222222222222223
order_book_data_20260202_011039.csv,227,4,1,0.2758740395981345,0.22,0.0558740395981345,50.21,50,0.020555555555555556
order_book_data_20260202_011039.csv,231,4,5,0.25697690443115095,0.22,0.03697690443115095,49.91,50,0.01944444444444444
order_book_data_20260202_011039.csv,236,4,10,0.23183576090964947,0.22,0.011835760909649468,49.38,49,0.018055555555555557
order_book_data_20260202_011039.csv,263,4,37,0.2748463847653711,0.22,0.0548463847653711,50.2,50,0.010555555555555563
order_book_data_20260202_011039.csv,276,4,50,0.27055317796136796,0.22,0.05055317796136796,50.9,51,0.006944444444444449
order_book_data_20260202_011039.csv,296,4,70,0.23986389469130526,0.22,0.019863894691305256,52.24,52,0.001388888888888884
order_book_data_20260202_012308.csv,2,1,1,0.1560568171416372,0.35,-0.1939431828583628,49.76,50,0.08305555555555556
order_book_data_20260202_012308.csv,6,1,5,0.17047524297240596,0.35,-0.17952475702759402,49.45,49,0.08194444444444444
order_book_data_20260202_012308.csv,11,1,10,0.18396002933340289,0.35,-0.1660399706665971,49.37,49,0.08055555555555555
order_book_data_20260202_012308.csv,38,1,37,0.22726667486455335,0.35,-0.12273332513544663,50.78,51,0.07305555555555555
order_book_data_20260202_012308.csv,51,1,50,0.24241859613785915,0.35,-0.10758140386214082,51.41,51,0.06944444444444445
order_book_data_20260202_012308.csv,71,1,70,0.2410346446032487,0.35,-0.10896535539675128,51.73,52,0.06388888888888888
order_book_data_20260202_012308.csv,77,2,1,0.21076658533900705,0.34,-0.12923341466099297,50.23,50,0.06222222222222222
order_book_data_20260202_012308.csv,81,2,5,0.23555568764748208,0.34,-0.10444431235251794,50.37,50,0.061111111111111116
order_book_data_20260202_012308.csv,86,2,10,0.2622156489001499,0.34,-0.0777843510998501,50.71,51,0.05972222222222222
order_book_data_20260202_012308.csv,96,2,20,0.2944005727006081,0.34,-0.045599427299391926,49.35,49,0.05694444444444445
order_book_data_20260202_012308.csv,126,2,50,0.30537674749391763,0.34,-0.03462325250608239,51.21,51,0.04861111111111111
order_book_data_20260202_012308.csv,146,2,70,0.3430508879307702,0.34,0.0030508879307701853,52.29,52,0.043055555555555555
order_book_data_20260202_012308.csv,152,3,1,0.26931117942906646,0.37,-0.10068882057093353,52.16,52,0.04138888888888889
order_book_data_20260202_012308.csv,156,3,5,0.23176880076348025,0.37,-0.13823119923651975,52.2,52,0.04027777777777777
order_book_data_20260202_012308.csv,161,3,10,0.23107624764216517,0.37,-0.13892375235783483,51.95,52,0.03888888888888889
order_book_data_20260202_012308.csv,171,3,20,0.2598041226688056,0.37,-0.1101958773311944,52.22,52,0.03611111111111111
order_book_data_20260202_012308.csv,188,3,37,0.3011629431182563,0.37,-0.06883705688174369,51.45,51,0.03138888888888889
order_book_data_20260202_012308.csv,201,3,50,0.33337678135447224,0.37,-0.036623218645527755,50.1,50,0.027777777777777776
order_book_data_20260202_012308.csv,221,3,70,0.3422960316963826,0.37,-0.027703968303617377,49.34,49,0.022222222222222223
order_book_data_20260202_012308.csv,227,4,1,0.3948989476408371,0.25,0.1448989476408371,50.32,50,0.020555555555555556
order_book_data_20260202_012308.csv,231,4,5,0.42503032898428905,0.25,0.17503032898428905,50.64,51,0.01944444444444444
order_book_data_20260202_012308.csv,236,4,10,0.4538373538721751,0.25,0.2038373538721751,50.92,51,0.018055555555555557
order_book_data_20260202_012308.csv,246,4,20,0.4500704003318705,0.25,0.2000704003318705,51.77,52,0.015277777777777782
order_book_data_20260202_012308.csv,263,4,37,0.4100647190474844,0.25,0.16006471904748443,51.25,51,0.010555555555555563
order_book_data_20260202_012308.csv,276,4,50,0.39336543309804095,0.25,0.14336543309804095,52.0,52,0.006944444444444449
